File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000VSY	fastq	reads	ENCSR000DZS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BRCA1-human	ENCAB125OWA	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				691759421	Michael Snyder, Stanford	20fd11b8f14e303eb4161dba283220e4		https://www.encodeproject.org/files/ENCFF000VSY/@@download/ENCFF000VSY.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWD/	released	low read depth, low read length, inconsistent control read length	mismatched file status, biological replicates with identical biosample		
ENCFF000VTI	fastq	reads	ENCSR000DZS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BRCA1-human	ENCAB125OWA	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				951985365	Michael Snyder, Stanford	aa8a80cc516379b7856058ec0a2d4867		https://www.encodeproject.org/files/ENCFF000VTI/@@download/ENCFF000VTI.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWK/	released	low read depth, low read length, inconsistent control read length	mismatched file status, biological replicates with identical biosample		
ENCFF000WEB	fastq	reads	ENCSR000DZP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SMC3-human	ENCAB000AKX	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				999114722	Michael Snyder, Stanford	ecc197936a700fabbd9ac8d9a51672d2		https://www.encodeproject.org/files/ENCFF000WEB/@@download/ENCFF000WEB.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWD/	released	low read length, inconsistent control read length	mismatched file status, NTR biosample, biological replicates with identical biosample		
ENCFF000WEC	fastq	reads	ENCSR000DZP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SMC3-human	ENCAB000AKX	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				1480983413	Michael Snyder, Stanford	2bccef83f6d812e45f24d187d215e23a		https://www.encodeproject.org/files/ENCFF000WEC/@@download/ENCFF000WEC.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWK/	released	low read length, inconsistent control read length	mismatched file status, NTR biosample, biological replicates with identical biosample		
ENCFF000NWM	fastq	reads	ENCSR000BGC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					GABPA-human	ENCAB000AGR	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	32		single-ended				1974281254	Richard Myers, HAIB	f567332a3d8033e2421a455772e17a21		https://www.encodeproject.org/files/ENCFF000NWM/@@download/ENCFF000NWM.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODG/	released	mixed read lengths, low read depth, mild to moderate bottlenecking, inconsistent control read length	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read length
ENCFF000NWN	fastq	reads	ENCSR000BGC	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					GABPA-human	ENCAB000AGR	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	25		single-ended				468429464	Richard Myers, HAIB	96a8a99e07b6dde14a8383d78be21713		https://www.encodeproject.org/files/ENCFF000NWN/@@download/ENCFF000NWN.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODJ/	released	mixed read lengths, low read depth, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read length
ENCFF000WAM	fastq	reads	ENCSR000DZD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EP300-human	ENCAB000AJM	DNA					False	2012-05-14	ENCODE				1	1	36		single-ended				1016216557	Michael Snyder, Stanford	694eaba93868553e365487637eef3989		https://www.encodeproject.org/files/ENCFF000WAM/@@download/ENCFF000WAM.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000VWD/	released	low read depth, low read length, inconsistent control read length, inconsistent platforms	mismatched file status		
ENCFF000WAO	fastq	reads	ENCSR000DZD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					EP300-human	ENCAB000AJM	DNA					False	2012-05-14	ENCODE				2	1	36		single-ended				871456909	Michael Snyder, Stanford	172e0c965fcfef070f75580921c8cc60		https://www.encodeproject.org/files/ENCFF000WAO/@@download/ENCFF000WAO.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000VWK/	released	low read depth, low read length, inconsistent control read length, inconsistent platforms	mismatched file status		
ENCFF000OIB	fastq	reads	ENCSR000BND	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZEB1-human	ENCAB000AMO	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				571352763	Richard Myers, HAIB	5dc738136b4ecc6ce3db30c63a8f987b		https://www.encodeproject.org/files/ENCFF000OIB/@@download/ENCFF000OIB.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, moderate library complexity	mismatched file status, biological replicates with identical biosample	insufficient read depth, severe bottlenecking, poor library complexity	
ENCFF000OIE	fastq	reads	ENCSR000BND	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZEB1-human	ENCAB000AMO	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				782209934	Richard Myers, HAIB	1bba39d4458baccdb45aa7ecf7bea311		https://www.encodeproject.org/files/ENCFF000OIE/@@download/ENCFF000OIE.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	borderline replicate concordance, low read length, mild to moderate bottlenecking, moderate library complexity	mismatched file status, biological replicates with identical biosample	insufficient read depth, severe bottlenecking, poor library complexity	
ENCFF002EKV	fastq	reads	ENCSR679FAB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RNF2-human	ENCAB000BEA	DNA					False	2014-07-07	ENCODE				3	1	100		paired-ended	2	ENCFF002EKX		2448817343	Michael Snyder, Stanford	23a3cc0186721a1959412da4930cb6f7		https://www.encodeproject.org/files/ENCFF002EKV/@@download/ENCFF002EKV.fastq.gz		HiSeq 2000	/files/ENCFF002EFQ/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, mismatched file status, experiment not submitted to GEO	partially characterized antibody	
ENCFF002EKX	fastq	reads	ENCSR679FAB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RNF2-human	ENCAB000BEA	DNA					False	2014-07-07	ENCODE				3	1	100		paired-ended	1	ENCFF002EKV		2435669974	Michael Snyder, Stanford	d648fcd024febee05f2f16f9d9fe5943		https://www.encodeproject.org/files/ENCFF002EKX/@@download/ENCFF002EKX.fastq.gz		HiSeq 2000	/files/ENCFF002EFT/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, mismatched file status, experiment not submitted to GEO	partially characterized antibody	
ENCFF002ELD	fastq	reads	ENCSR679FAB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RNF2-human	ENCAB000BEA	DNA					False	2014-07-07	ENCODE				2	1	100		paired-ended	1	ENCFF002ELF		2847518862	Michael Snyder, Stanford	dae095ee93f544d34ecbf993b84db6d1		https://www.encodeproject.org/files/ENCFF002ELD/@@download/ENCFF002ELD.fastq.gz		HiSeq 2000	/files/ENCFF002EFU/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, mismatched file status, experiment not submitted to GEO	partially characterized antibody	
ENCFF002ELF	fastq	reads	ENCSR679FAB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RNF2-human	ENCAB000BEA	DNA					False	2014-07-07	ENCODE				2	1	100		paired-ended	2	ENCFF002ELD		2855663100	Michael Snyder, Stanford	6914e94e6658905509c59c2138db60ee		https://www.encodeproject.org/files/ENCFF002ELF/@@download/ENCFF002ELF.fastq.gz		HiSeq 2000	/files/ENCFF002EFS/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, mismatched file status, experiment not submitted to GEO	partially characterized antibody	
ENCFF000WBQ	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	28		single-ended				170335911	Michael Snyder, Stanford	30578641eda3e3917ba71224cda1ee04		https://www.encodeproject.org/files/ENCFF000WBQ/@@download/ENCFF000WBQ.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWD/	released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000WBS	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	28		single-ended				188279133	Michael Snyder, Stanford	286d0a3bb659e46ae55bffd211f85a03		https://www.encodeproject.org/files/ENCFF000WBS/@@download/ENCFF000WBS.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWK/	released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000WBT	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				3	1	28		single-ended				167890919	Michael Snyder, Stanford	edf25745594879f4b82c50b5067a7f88		https://www.encodeproject.org/files/ENCFF000WBT/@@download/ENCFF000WBT.fastq.gz		Illumina Genome Analyzer		released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, missing controlled_by, insufficient read depth	
ENCFF000WBV	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				4	1	28		single-ended				214139120	Michael Snyder, Stanford	ce00f2d669f97530a2f380fe12c0a870		https://www.encodeproject.org/files/ENCFF000WBV/@@download/ENCFF000WBV.fastq.gz		Illumina Genome Analyzer		released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, missing controlled_by, insufficient read depth	
ENCFF000WBW	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				7	1	27		single-ended				184559384	Michael Snyder, Stanford	6a236b4f767dc6df729ba4671f870fcf		https://www.encodeproject.org/files/ENCFF000WBW/@@download/ENCFF000WBW.fastq.gz		Illumina Genome Analyzer		released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, missing controlled_by, insufficient read depth	
ENCFF000WBX	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				6	1	27		single-ended				244498307	Michael Snyder, Stanford	29e1c960d48bbc898b3144bfec1110f7		https://www.encodeproject.org/files/ENCFF000WBX/@@download/ENCFF000WBX.fastq.gz		Illumina Genome Analyzer		released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, missing controlled_by, insufficient read depth	
ENCFF000WCC	fastq	reads	ENCSR000EAD	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2012-05-14	ENCODE				5	1	34		single-ended				713290954	Michael Snyder, Stanford	a0a45be82bee0d1a0ab3500f96aecb9a		https://www.encodeproject.org/files/ENCFF000WCC/@@download/ENCFF000WCC.fastq.gz		Illumina Genome Analyzer		released	mixed read lengths, low read depth	mismatched file status, biological replicates with identical biosample	insufficient read length, missing controlled_by, insufficient read depth	
ENCFF367BMZ	fastq	reads	ENCSR680UQE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IKZF2-human	ENCAB794MKC	DNA					False	2017-02-21	ENCODE				2	1	100		paired-ended	2	ENCFF697JWX		4361484076	Michael Snyder, Stanford	8275532161dd016b3f0b2ebcb52d6e80		https://www.encodeproject.org/files/ENCFF367BMZ/@@download/ENCFF367BMZ.fastq.gz		HiSeq 4000	/files/ENCFF647DBV/	released	mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF952VLJ	fastq	reads	ENCSR680UQE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IKZF2-human	ENCAB794MKC	DNA					False	2017-02-21	ENCODE				1	1	100		paired-ended	1	ENCFF230ILN		2260725117	Michael Snyder, Stanford	c8749ddf78e896ded7d2be5bbea75f7f		https://www.encodeproject.org/files/ENCFF952VLJ/@@download/ENCFF952VLJ.fastq.gz		HiSeq 4000	/files/ENCFF202OMW/	released	mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF697JWX	fastq	reads	ENCSR680UQE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IKZF2-human	ENCAB794MKC	DNA					False	2017-02-21	ENCODE				2	1	100		paired-ended	1	ENCFF367BMZ		4099856088	Michael Snyder, Stanford	5e0ba57f16ea9b309fd463a171987be8		https://www.encodeproject.org/files/ENCFF697JWX/@@download/ENCFF697JWX.fastq.gz		HiSeq 4000	/files/ENCFF829GAK/	released	mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF230ILN	fastq	reads	ENCSR680UQE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					IKZF2-human	ENCAB794MKC	DNA					False	2017-02-21	ENCODE				1	1	100		paired-ended	2	ENCFF952VLJ		2502409073	Michael Snyder, Stanford	674828bdcb2d458ce41de059e6e5d56d		https://www.encodeproject.org/files/ENCFF230ILN/@@download/ENCFF230ILN.fastq.gz		HiSeq 4000	/files/ENCFF349FFX/	released	mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF023QAR	fastq	reads	ENCSR828NCB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					GATAD2B-human	ENCAB939ONI	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	2	ENCFF785LRF		3707078511	Michael Snyder, Stanford	9284868ca2401b3d850d14d2006c9559		https://www.encodeproject.org/files/ENCFF023QAR/@@download/ENCFF023QAR.fastq.gz		HiSeq 4000	/files/ENCFF349FFX/	released	low read depth, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF263DDP	fastq	reads	ENCSR828NCB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					GATAD2B-human	ENCAB939ONI	DNA					False	2017-05-17	ENCODE				2	1	100		paired-ended	1	ENCFF861XUI		2077219288	Michael Snyder, Stanford	0021e434d06314005cbebded4f9c0273		https://www.encodeproject.org/files/ENCFF263DDP/@@download/ENCFF263DDP.fastq.gz		HiSeq 4000	/files/ENCFF829GAK/	released	low read depth, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF785LRF	fastq	reads	ENCSR828NCB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					GATAD2B-human	ENCAB939ONI	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	1	ENCFF023QAR		3095909210	Michael Snyder, Stanford	be4ad2be42e67718bca432d089f77dbf		https://www.encodeproject.org/files/ENCFF785LRF/@@download/ENCFF785LRF.fastq.gz		HiSeq 4000	/files/ENCFF202OMW/	released	low read depth, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF861XUI	fastq	reads	ENCSR828NCB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					GATAD2B-human	ENCAB939ONI	DNA					False	2017-05-17	ENCODE				2	1	100		paired-ended	2	ENCFF263DDP		2498555758	Michael Snyder, Stanford	64603ce7eb38ef61cafaa71fd752cc6d		https://www.encodeproject.org/files/ENCFF861XUI/@@download/ENCFF861XUI.fastq.gz		HiSeq 4000	/files/ENCFF647DBV/	released	low read depth, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF410XYU	fastq	reads	ENCSR412YGM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZSCAN29-human	ENCAB211EDR	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	1	ENCFF509XFH		2816738853	Michael Snyder, Stanford	168131b75c2e5a1b9e77fe9968cb16e3		https://www.encodeproject.org/files/ENCFF410XYU/@@download/ENCFF410XYU.fastq.gz		HiSeq 4000	/files/ENCFF202OMW/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF509XFH	fastq	reads	ENCSR412YGM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZSCAN29-human	ENCAB211EDR	DNA					False	2017-05-17	ENCODE				1	1	100		paired-ended	2	ENCFF410XYU		3009802033	Michael Snyder, Stanford	fa2f5f3daeef95d1eeccdd60e36ebfce		https://www.encodeproject.org/files/ENCFF509XFH/@@download/ENCFF509XFH.fastq.gz		HiSeq 4000	/files/ENCFF349FFX/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF294ZQW	fastq	reads	ENCSR412YGM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZSCAN29-human	ENCAB211EDR	DNA					False	2017-05-17	ENCODE				2	1	100		paired-ended	1	ENCFF110RBD		2362481885	Michael Snyder, Stanford	62d399163599c249a6b2aa4ae0108d90		https://www.encodeproject.org/files/ENCFF294ZQW/@@download/ENCFF294ZQW.fastq.gz		HiSeq 4000	/files/ENCFF829GAK/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF110RBD	fastq	reads	ENCSR412YGM	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ZSCAN29-human	ENCAB211EDR	DNA					False	2017-05-17	ENCODE				2	1	100		paired-ended	2	ENCFF294ZQW		2825906258	Michael Snyder, Stanford	898170160be0141ffca7b961dc8bd2d2		https://www.encodeproject.org/files/ENCFF110RBD/@@download/ENCFF110RBD.fastq.gz		HiSeq 4000	/files/ENCFF647DBV/	released	mild to moderate bottlenecking, moderate library complexity	missing unfiltered alignments, missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF017QRM	fastq	reads	ENCSR784VIQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NR2C1-human	ENCAB324ARN	DNA					False	2017-06-07	ENCODE				1	1	100		paired-ended	1	ENCFF805JBH		2808257050	Michael Snyder, Stanford	c87ed8b81c8e18e43e851d8eef02ca18		https://www.encodeproject.org/files/ENCFF017QRM/@@download/ENCFF017QRM.fastq.gz		HiSeq 4000	/files/ENCFF202OMW/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF805JBH	fastq	reads	ENCSR784VIQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NR2C1-human	ENCAB324ARN	DNA					False	2017-06-07	ENCODE				1	1	100		paired-ended	2	ENCFF017QRM		3191734554	Michael Snyder, Stanford	8b163f7dd77a878045861d0c12739dd2		https://www.encodeproject.org/files/ENCFF805JBH/@@download/ENCFF805JBH.fastq.gz		HiSeq 4000	/files/ENCFF349FFX/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF194BDT	fastq	reads	ENCSR784VIQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NR2C1-human	ENCAB324ARN	DNA					False	2017-06-07	ENCODE				2	1	100		paired-ended	1	ENCFF209IJT		2828404865	Michael Snyder, Stanford	18e78b74d8a8363b5a147ea5277d92a7		https://www.encodeproject.org/files/ENCFF194BDT/@@download/ENCFF194BDT.fastq.gz		HiSeq 4000	/files/ENCFF829GAK/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF209IJT	fastq	reads	ENCSR784VIQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					NR2C1-human	ENCAB324ARN	DNA					False	2017-06-07	ENCODE				2	1	100		paired-ended	2	ENCFF194BDT		3148028088	Michael Snyder, Stanford	b4f36949c2b53309b7f35b86a4183c9e		https://www.encodeproject.org/files/ENCFF209IJT/@@download/ENCFF209IJT.fastq.gz		HiSeq 4000	/files/ENCFF647DBV/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF441MWI	fastq	reads	ENCSR785OKZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RB1-human	ENCAB000BFB	DNA				formaldehyde	False	2017-06-07	ENCODE				4	1	101		paired-ended	2	ENCFF212KHQ		4226377854	Michael Snyder, Stanford	cebcb895cfe0e86b82ffe1a9e64010bc		https://www.encodeproject.org/files/ENCFF441MWI/@@download/ENCFF441MWI.fastq.gz		HiSeq 2000	/files/ENCFF002EFS/	released	borderline replicate concordance, mild to moderate bottlenecking	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF002ELC	fastq	reads	ENCSR785OKZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RB1-human	ENCAB000BFB	DNA				formaldehyde	False	2017-06-07	ENCODE				3	1	100		paired-ended	1	ENCFF002EKY		2540683078	Michael Snyder, Stanford	1882eefc2da684f4e1ea638b40304229		https://www.encodeproject.org/files/ENCFF002ELC/@@download/ENCFF002ELC.fastq.gz		HiSeq 2000	/files/ENCFF002EFT/	released	borderline replicate concordance, mild to moderate bottlenecking	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF002EKY	fastq	reads	ENCSR785OKZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RB1-human	ENCAB000BFB	DNA				formaldehyde	False	2017-06-07	ENCODE				3	1	100		paired-ended	2	ENCFF002ELC		2534760216	Michael Snyder, Stanford	b574002e1edac78bdbf66a6b8eead62a		https://www.encodeproject.org/files/ENCFF002EKY/@@download/ENCFF002EKY.fastq.gz		HiSeq 2000	/files/ENCFF002EFQ/	released	borderline replicate concordance, mild to moderate bottlenecking	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF212KHQ	fastq	reads	ENCSR785OKZ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					RB1-human	ENCAB000BFB	DNA				formaldehyde	False	2017-06-07	ENCODE				4	1	101		paired-ended	1	ENCFF441MWI		4243944032	Michael Snyder, Stanford	667cbfe76ad9534b410e934334d89302		https://www.encodeproject.org/files/ENCFF212KHQ/@@download/ENCFF212KHQ.fastq.gz		HiSeq 2000	/files/ENCFF002EFU/	released	borderline replicate concordance, mild to moderate bottlenecking	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF238XIH	fastq	reads	ENCSR725VFL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TCF12-human	ENCAB506UYG	DNA					False	2017-06-07	ENCODE				1	1	100		paired-ended	1	ENCFF183QAJ		2491540327	Michael Snyder, Stanford	9358ab6230fe616f1492e15c4df63ecb		https://www.encodeproject.org/files/ENCFF238XIH/@@download/ENCFF238XIH.fastq.gz		HiSeq 4000	/files/ENCFF202OMW/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF183QAJ	fastq	reads	ENCSR725VFL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TCF12-human	ENCAB506UYG	DNA					False	2017-06-07	ENCODE				1	1	100		paired-ended	2	ENCFF238XIH		2498152327	Michael Snyder, Stanford	53c09f9aad4c9798ca4c19ed32a06990		https://www.encodeproject.org/files/ENCFF183QAJ/@@download/ENCFF183QAJ.fastq.gz		HiSeq 4000	/files/ENCFF349FFX/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF431UPR	fastq	reads	ENCSR725VFL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TCF12-human	ENCAB506UYG	DNA					False	2017-06-07	ENCODE				2	1	100		paired-ended	2	ENCFF530OLZ		3319197958	Michael Snyder, Stanford	1f4749b1ca0d7008bd7bd101058cce0f		https://www.encodeproject.org/files/ENCFF431UPR/@@download/ENCFF431UPR.fastq.gz		HiSeq 4000	/files/ENCFF647DBV/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF530OLZ	fastq	reads	ENCSR725VFL	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					TCF12-human	ENCAB506UYG	DNA					False	2017-06-07	ENCODE				2	1	100		paired-ended	1	ENCFF431UPR		2917698023	Michael Snyder, Stanford	2c63339c9f1d5af5b0de393265e27eee		https://www.encodeproject.org/files/ENCFF530OLZ/@@download/ENCFF530OLZ.fastq.gz		HiSeq 4000	/files/ENCFF829GAK/	released	antibody characterized with exemption, mild to moderate bottlenecking, moderate library complexity	missing paired_with in controlled_by, experiment not submitted to GEO		
ENCFF000WDW	fastq	reads	ENCSR000DYU	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SREBF1-human	ENCAB000ALC	DNA		see document	see document		False	2012-08-20	ENCODE				1	1	36		single-ended				1097072067	Michael Snyder, Stanford	f908c59768cc03f99bd91f824b388799		https://www.encodeproject.org/files/ENCFF000WDW/@@download/ENCFF000WDW.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VWF/	released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
